n,Nim,Clang++,Clang,D,Go,Nim (opt),Clang++ (opt),Clang (opt),D (opt),Go (opt)
10000,7.10813498497,3.93790602684,3.61116504669,1.77993321419,0.647531032562,6.06726002693,8.17186117172,7.53171992302,3.09892702103,0.550523042679
